0,0.12257549292533784
1,0.03803559217333525
2,0.037390063743333556
3,0.036994477045965625
4,0.036708341785580724
5,0.03656115380392687
6,0.036339672139703155
7,0.03614246670727257
8,0.035767088979818264
9,0.035097024227316316
10,0.03470237749452527
11,0.03433177868525187
12,0.034005855017148694
13,0.03383325698139431
14,0.033472636781700024
15,0.03323036132732759
16,0.03295697168623273
17,0.03263351422742949
18,0.03247029463517236
19,0.0322194019215064
20,0.03199050458030658
21,0.03176763992723044
22,0.03152361570916197
23,0.03131173541014259
24,0.031098842268457282
25,0.030922956076693965
26,0.030711235243592178
27,0.03050919633929257
28,0.03030286930702828
29,0.030110569209330255
30,0.029947703670676763
31,0.029775882332778728
32,0.029649388624002803
33,0.029523120597340503
34,0.029349593160388706
35,0.02922122757714074
36,0.029104614185655978
37,0.028967210032918432
38,0.028835989811734575
39,0.028695881433852086
40,0.028599073380433226
41,0.028476660559373396
42,0.028342888640189492
43,0.02824012134727594
44,0.02818023514103245
45,0.02801134310629185
46,0.027948021150387085
47,0.027794314019784733
48,0.027727642172091716
49,0.027600265686979163
50,0.02753549910712618
51,0.027441737703509158
52,0.027350374187032383
53,0.027228641038475273
54,0.02713263471954846
55,0.027089536139691197
56,0.026959450512721733
57,0.026907456526952284
58,0.02683176512217468
59,0.026705901348241814
60,0.02664598840213305
61,0.02661650416416091
62,0.026450808436886686
63,0.026387677284645604
64,0.026329041458666325
65,0.026252858516936366
66,0.026189942894553817
67,0.026047772946054332
68,0.02601874260617806
69,0.02590266775406964
70,0.025872226871617207
71,0.025778678598234784
72,0.02567507579150769
73,0.025641139034551005
74,0.025589848054690403
75,0.025543260505540413
76,0.02545782000766144
77,0.02537540476433597
78,0.02528813976358186
79,0.025261504399414
80,0.02521937343854088
81,0.025132973275675968
82,0.025054085991336957
83,0.025022849365062005
84,0.024978562165890728
85,0.02486140236493435
86,0.02479258461578472
87,0.024784070993396076
88,0.024685392181414204
89,0.02463809538397703
90,0.024520746264438908
91,0.0245126921029107
92,0.024487148903243175
93,0.024424672605016746
94,0.02438493882649922
95,0.02431111387606408
96,0.024212492168419534
97,0.02419966726085624
98,0.024152148288448114
99,0.024088273630351632
